t,x,y,theta,mass,M_rw_J,m_dot
0.0,0.0,0.0,1.5707963268,100.0,0.0,0.08834522596
0.09235294117647058,-7.97930718e-06,0.0020727441288,1.5729285881952,99.991841059,-0.99999764888,0.08834522596
0.18470588235294116,-5.0313416578e-05,0.0082920799114,1.5686640622602002,99.983682117,-0.99999620808,0.08834522596
0.27705882352941175,-4.7995077119e-05,0.018659193204,1.5558704912307,99.975523175,-0.99999212316,0.08834522596
0.36941176470588233,0.00022883709198,0.033172907253,1.5345478557046,99.967364233,-0.99996532693,0.08834522596
0.4617647058823529,0.0011716073924,0.051823381655,1.5032309121201,99.959205291,-0.31267745405,0.08834522596
0.5541176470588235,0.0033480765845,0.074580920802,1.465238462664,99.951046349,0.88003398295,0.08834522596
0.6464705882352941,0.0074211784599,0.10138953237,1.432208656681,99.942887408,0.88005536135,0.08834522596
0.7388235294117647,0.013975395929,0.13218019979,1.4066849108669999,99.934728466,0.88002923945,0.08834522596
0.8311764705882352,0.023463272349,0.16688662643,1.38866740425,99.926569524,0.87986214357,0.08834522596
0.9235294117647058,0.036202965761,0.20545573586,1.37822398274,99.918410582,0.84734897021,0.08834522596
1.0158823529411765,0.052369059183,0.2478568725,1.37687654975,99.910251641,0.0033800468615,0.08834522596
1.108235294117647,0.071994775168,0.29408459841,1.37735768719,99.902092699,0.0032978505526,0.08834522596
1.2005882352941175,0.095074581042,0.3441412166,1.3778671627099999,99.893933758,0.0032813370788,0.08834522596
1.2929411764705883,0.12160024054,0.39802964173,1.3784046720799998,99.885774816,0.0032757677379,0.088345225271
1.3852941176470588,0.1515629003,0.45575294568,1.37897012307,99.877615875,0.0032802035115,0.088345224308
1.4776470588235293,0.1849531259,0.51731433994,1.37956350806,99.869456933,0.0032959833035,0.088345223154
1.5699999999999998,0.2217609254,0.5827171627,1.38018490285,99.861297992,0.0033279844126,0.088345221747
1.6623529411764704,0.26197576422,0.65196486947,1.3808344851599998,99.853139051,0.0033883632379,0.088345219991
1.7547058823529411,0.30558657346,0.72506102629,1.3815125872,99.84498011,0.003506172995,0.08834521774
1.8470588235294116,0.35258175249,0.80200930501,1.38221981806,99.83682117,0.0037520812429,0.088345214749
1.9394117647058822,0.4029491655,0.88281348043,1.3829572862,99.828662229,0.0043336506542,0.088345210583
2.031764705882353,0.45667636132,0.96747738425,1.3836858160499999,99.820503289,0.025278627797,0.088345204379
2.1241176470588234,0.51375083245,1.0560048653,1.38453892251,99.81234435,0.047023659312,0.088345194156
2.216470588235294,0.57415753112,1.1484002551,1.38574660506,99.804185411,0.047082551157,0.088345174146
2.3088235294117645,0.63787533414,1.2446690085,1.38735558323,99.796026474,0.047152419042,0.088345114464
2.401176470588235,0.70490411498,1.3449606438,1.38936646773,99.787867543,0.047204375839,0.085465830469
2.4935294117647056,0.77585593643,1.4529754116,1.39177977275,99.779974522,0.047240917563,1.5057715412e-07
2.5858823529411765,0.84761427748,1.5514471419,1.39459586352,99.779974509,0.04726775094,5.7622176723e-08
2.678235294117647,0.91935384284,1.6361048454,1.39781500251,99.779974503,0.047288545043,3.4412473385e-08
2.7705882352941176,0.99107343976,1.7069470974,1.40143738903,99.7799745,0.047305067309,2.3041184298e-08
2.862941176470588,1.0627741496,1.7639697013,1.40546317988,99.779974498,0.047318417752,1.6267567674e-08
2.9552941176470586,1.1344605532,1.8071637712,1.4098925009,99.779974496,0.047329326059,1.1749499693e-08
3.047647058823529,1.206140445,1.8365153511,1.41472545451,99.779974495,0.047338301174,8.5183143919e-09
3.1399999999999997,1.2778218518,1.8520103951,1.41996212455,99.779974495,0.04734571296,6.1247875662e-09
3.23235294117647,1.3495100117,1.8536447282,1.425602580512,99.779974494,0.047351839645,4.3230764177e-09
3.3247058823529407,1.4212083807,1.8414282049,1.4316468795700001,99.779974494,0.047356896819,2.9242653779e-09
3.4170588235294117,1.4929207428,1.8153767247,1.43809506904,99.779974493,0.047361055877,1.7807538322e-09
3.5094117647058822,1.5646503859,1.7755027428,1.44494718792,99.779974493,0.047364456172,8.0971877159e-10
3.6017647058823528,1.6363986452,1.7218127825,1.45220326826,99.779974493,0.047367213239,0.0
3.6941176470588233,1.7081649067,1.6543092452,1.4598633360899997,99.779974493,0.047369424505,0.0
3.786470588235294,1.7799474135,1.5729925133,1.46792741242,99.779974493,0.047371173333,0.0
3.8788235294117643,1.8517440015,1.477862194,1.47639551391,99.779974493,0.047372531935,0.0
3.971176470588235,1.9235525328,1.3689176922,1.4852676538,99.779974493,0.047373563513,0.0
4.063529411764706,1.9953710904,1.2461584324,1.4945438421,99.779974494,0.047374323844,0.0
4.155882352941176,2.067198036,1.1095839279,1.5042240864,99.779974494,0.047374862489,0.0
4.248235294117647,2.1390320041,0.95919378889,1.5143083920000002,99.779974494,0.047375223704,0.0
4.340588235294117,2.2108718701,0.79498771065,1.5247967628999999,99.779974495,0.04737544717,0.0
4.432941176470588,2.2827167118,0.61696545708,1.5356892012999999,99.779974495,0.047375568556,0.0
4.525294117647059,2.3545657737,0.42512684554,1.5469857084999998,99.779974495,0.047375619987,0.0
4.617647058823529,2.4264184349,0.21947173432,1.5586862855,99.779974496,0.047375630425,0.0
4.71,2.4982741841,0.0,1.5707909324,99.779974496,0.047375625994,2.5659904036e-07
