t,x,y,theta,mass,M_rw_J,m_dot
0.0,0.0,0.0,1.5707963268,100.0,0.0,0.08834522596
0.09235294117647058,-7.9792823864e-06,0.0020727450392,1.5729285813364,99.991841059,-0.99999441321,0.088345212709
0.18470588235294116,-5.0313235852e-05,0.0082920790344,1.5686640663006,99.983682118,-0.9999916084,0.088345211843
0.27705882352941175,-4.7994825456e-05,0.01865918683,1.5558705386679998,99.975523178,-0.9999857665,0.088345211013
0.36941176470588233,0.00022883632724,0.033172891565,1.5345480222646999,99.967364238,-0.99997078222,0.088345210196
0.4617647058823529,0.0011632240357,0.05182378554,1.5046964569868,99.959205298,-0.99987680707,0.088345209371
0.5541176470588235,0.0033033884054,0.074583378871,1.464137332746,99.951046358,0.022201666505,0.088345208463
0.6464705882352941,0.0073747037462,0.10138858674,1.419505389402,99.942887418,0.99901903071,0.088345207352
0.7388235294117647,0.014157177981,0.13214027657,1.381311044744,99.934728479,0.99914350792,0.088345205983
0.8311764705882352,0.024323237194,0.16672592419,1.35163834483,99.926569539,0.99907342319,0.088345204363
0.9235294117647058,0.038394196149,0.20504067337,1.33048774029,99.9184106,0.99870618137,0.088345202502
1.0158823529411765,0.056739819253,0.24700098134,1.31786083693,99.91025166,0.99641403897,0.08834520039
1.108235294117647,0.079568620351,0.29255719829,1.3158364203400001,99.902092721,0.011959947966,0.088345198009
1.2005882352941175,0.10692651699,0.34169834499,1.31601343818,99.893933782,0.011815120761,0.088345195292
1.2929411764705883,0.13881380515,0.39442547461,1.31629226995,99.885774844,0.011471225022,0.088345192158
1.3852941176470588,0.17522651383,0.4507408636,1.31666993002,99.877615905,0.011351099737,0.088345188501
1.4776470588235293,0.21615882613,0.51064732222,1.31714474158,99.869456967,0.011313077846,0.088345184177
1.5699999999999998,0.26160314105,0.57414816452,1.31771609531,99.86129803,0.011326621664,0.088345178985
1.6623529411764704,0.3115501074,0.6412471873,1.3183838912499999,99.853139093,0.01138966469,0.088345172634
1.7547058823529411,0.36598864182,0.71194865502,1.31914841788,99.844980156,0.011520075701,0.088345164688
1.8470588235294116,0.42490593512,0.78625728876,1.3200103888,99.83682122,0.011770106355,0.088345154458
1.9394117647058822,0.4882874484,0.86417825857,1.32097111902,99.828662285,0.012283916441,0.088345140797
2.031764705882353,0.556116899,0.94571717887,1.3220328697200001,99.820503352,0.013528728863,0.088345121629
2.1241176470588234,0.62837647353,1.0308800449,1.32315675459,99.81234442,0.037258860169,0.088345092784
2.216470588235294,0.70504706593,1.1196731796,1.32449027258,99.804185491,0.064249481274,0.08834504446
2.3088235294117645,0.78610548886,1.2121039274,1.32631288335,99.796026566,0.064879831785,0.088344946869
2.401176470588235,0.87152023639,1.3081816783,1.32868666294,99.78786765,0.065279148114,0.088344568604
2.4935294117647056,0.96198259756,1.410860182,1.33161583429,99.77970877,0.065526277679,0.028282129971
2.5858823529411765,1.054772459,1.5097333595,1.33510300564,99.777096832,0.065690881146,5.6880679537e-07
2.678235294117647,1.1479169539,1.5961786192,1.33914985355,99.777096779,0.065810149381,2.6889123159e-07
2.7705882352941176,1.2410504046,1.6688053188,1.34375755167,99.777096754,0.065901395863,1.7672392452e-07
2.862941176470588,1.3341746195,1.7276096333,1.3489269792999998,99.777096738,0.065973276009,1.3016668773e-07
2.9552941176470586,1.4272925826,1.7725858587,1.35465882103,99.777096726,0.066030977825,1.02052878e-07
3.047647058823529,1.5204078759,1.8037271333,1.36095362238,99.777096717,0.066077857148,8.3262138846e-08
3.1399999999999997,1.6135237189,1.8210276065,1.3678118242400001,99.777096709,0.066116215707,6.9885733456e-08
3.23235294117647,1.7066423995,1.8244852331,1.375233786827,99.777096703,0.066147708051,5.9944545486e-08
3.3247058823529407,1.799765633,1.8141030052,1.38321980522,99.777096697,0.066173570482,5.2284475914e-08
3.4170588235294117,1.8928952326,1.7898873797,1.39177012201,99.777096692,0.066194757511,4.6173749375e-08
3.5094117647058822,1.9860331688,1.7518453471,1.4008849362699998,99.777096688,0.066212027061,4.114990037e-08
3.6017647058823528,2.0791810844,1.6999823753,1.41056441063,99.777096684,0.066225995742,3.692925422e-08
3.6941176470588233,2.1723398887,1.6343018918,1.42080867719,99.777096681,0.066237175828,3.3333129386e-08
3.786470588235294,2.265509707,1.5548056752,1.4316178423900001,99.777096678,0.066246000666,3.0238524455e-08
3.8788235294117643,2.3586900683,1.4614944499,1.44299199074,99.777096675,0.0662528425,2.7553242861e-08
3.971176470588235,2.4518801485,1.3543683624,1.45493118822,99.777096672,0.066258025224,2.5205114685e-08
4.063529411764706,2.5450789689,1.2334272822,1.4674354855900003,99.77709667,0.066261833641,2.3136861244e-08
4.155882352941176,2.6382855281,1.0986709697,1.48050492059,99.777096668,0.06626452031,2.1302845871e-08
4.248235294117647,2.7314988764,0.95009916161,1.4941395206,99.777096666,0.066266310662,1.9666579849e-08
4.340588235294117,2.8247181519,0.78771160939,1.5083393041000002,99.777096664,0.066267406912,1.8198726338e-08
4.432941176470588,2.917942592,0.61150809408,1.5231042831,99.777096662,0.066267991078,1.6875525717e-08
4.525294117647059,3.0111715323,0.42148842958,1.5384344643999999,99.777096661,0.066268227387,1.5677576643e-08
4.617647058823529,3.1044043995,0.2176524606,1.5543298512,99.777096659,0.066268264221,1.4589161306e-08
4.71,3.197640704,0.0,1.5707904443999998,99.777096658,0.066268235741,1.1867466199e-06
